Region,Year,Month,Energy
Sul,2012,July,6188904.29
Centro-Oeste,2012,July,2456596
Brasil,2011,July,35417292.620000005
Norte,2011,July,2351515.62
Nordeste,2011,July,5936622
Sudeste,2011,July,18731628
Sul,2011,July,6081811
Centro-Oeste,2011,July,2315716
Brasil,2010,July,33849349
Norte,2010,July,2195788
Nordeste,2010,July,5844282
Sudeste,2010,July,17936477
Sul,2010,July,5706940
Centro-Oeste,2010,July,2165862
Brasil,2009,July,31324991.23
Norte,2009,July,2023693
Nordeste,2009,July,5257360
Sudeste,2009,July,16655879
Sul,2009,July,5315045
Centro-Oeste,2009,July,2073014.23
Brasil,2008,July,32150352.03
Norte,2008,July,1998546
Nordeste,2008,July,5334190.03
Sudeste,2008,July,17451996
Sul,2008,July,5419027
Centro-Oeste,2008,July,1946593
Brasil,2007,July,30500299
Norte,2007,July,1912792
Nordeste,2007,July,5131886
Sudeste,2007,July,16589542
Sul,2007,July,5056898
Centro-Oeste,2007,July,1809181
Brasil,2006,July,29113809.229999993
Norte,2006,July,1812929.25
Nordeste,2006,July,4760160.14
Sudeste,2006,July,15981706.52
Sul,2006,July,4847373.099999999
Centro-Oeste,2006,July,1711640.2200000002
Brasil,2005,July,28322317.11999999
Norte,2005,July,1718917.7799999998
Nordeste,2005,July,4643778.48
Sudeste,2005,July,15509118.440000001
Sul,2005,July,4724562.06
Centro-Oeste,2005,July,1725940.36
Brasil,2004,July,27346004.67
Norte,2004,July,1665002.57
Nordeste,2004,July,4376174.119999999
Sudeste,2004,July,15094285.46
Sul,2004,July,4598792.890000001
Centro-Oeste,2004,July,1611749.63
Brasil,2024,August,0
Norte,2024,August,0
Nordeste,2024,August,0
Sudeste,2024,August,0
Sul,2024,August,0
Centro-Oeste,2024,August,0
Brasil,2023,August,43418716.70999998
Norte,2023,August,3601716.97
Nordeste,2023,August,7737155.04
Sudeste,2023,August,20744961.099999994
Sul,2023,August,7787582.83
Centro-Oeste,2023,August,3547300.7700000005
Brasil,2022,August,42120706.90000001
Norte,2022,August,3419567.14
Nordeste,2022,August,7278921.1
Sudeste,2022,August,20376354.57
Sul,2022,August,7645256.150000001
Centro-Oeste,2022,August,3400607.94
Brasil,2021,August,40908016.07
Norte,2021,August,3144877.9499999997
Nordeste,2021,August,7110501.540000001
Sudeste,2021,August,19800843.510999996
Sul,2021,August,7611805.359000001
Centro-Oeste,2021,August,3239987.7099999995
Brasil,2020,August,39250276.900000006
Norte,2020,August,3035360.7499999995
Nordeste,2020,August,6529785.690000002
Sudeste,2020,August,19324707.43
Sul,2020,August,7110002.59
Centro-Oeste,2020,August,3250420.44
Brasil,2019,August,38649212.86899999
Norte,2019,August,2881215.73
Nordeste,2019,August,6552950.599
Sudeste,2019,August,18900144.569999997
Sul,2019,August,7169974.359999999
Centro-Oeste,2019,August,3144927.6100000003
Brasil,2018,August,39056711.430000015
Norte,2018,August,2688993.8099999996
Nordeste,2018,August,6694635.720000001
Sudeste,2018,August,19378187.369999997
Sul,2018,August,7142685.819999998
Centro-Oeste,2018,August,3152208.71
Brasil,2017,August,37867561.849999994
Norte,2017,August,3041036
Nordeste,2017,August,6507476.600000001
Sudeste,2017,August,18499902.09
Sul,2017,August,6880099.3
Centro-Oeste,2017,August,2939047.86
Brasil,2016,August,37698998.25
Norte,2016,August,2932615
Nordeste,2016,August,6524029.2
Sudeste,2016,August,18711601.76
Sul,2016,August,6609796.8
Centro-Oeste,2016,August,2920955.49
Brasil,2015,August,37861860.11000001
Norte,2015,August,2891977.49
Nordeste,2015,August,6337057.3100000005
Sudeste,2015,August,19084994.17
Sul,2015,August,6648543.5
Centro-Oeste,2015,August,2899287.64
Brasil,2014,August,38651774
Norte,2014,August,2759032
Nordeste,2014,August,6652720
Sudeste,2014,August,19438306
Sul,2014,August,6872774
Centro-Oeste,2014,August,2928942
Brasil,2013,August,38613276.260000005
Norte,2013,August,2559396.26
Nordeste,2013,August,6580762
Sudeste,2013,August,19838087
Sul,2013,August,6797218
Centro-Oeste,2013,August,2837813
Brasil,2012,August,37179602.53
Norte,2012,August,2490520.71
Nordeste,2012,August,6323564
Sudeste,2012,August,19393131
Sul,2012,August,6391480.82
Centro-Oeste,2012,August,2580906
Brasil,2011,August,36335812.84
Norte,2011,August,2406842.84
Nordeste,2011,August,6092998
Sudeste,2011,August,19249143
Sul,2011,August,6177576
Centro-Oeste,2011,August,2409253
Brasil,2010,August,34713394.230000004
Norte,2010,August,2228538.23
Nordeste,2010,August,5833193
Sudeste,2010,August,18656632
Sul,2010,August,5755499
Centro-Oeste,2010,August,2239532
Brasil,2009,August,32262205.6
Norte,2009,August,2074891
Nordeste,2009,August,5501276
Sudeste,2009,August,17158443
Sul,2009,August,5392188
Centro-Oeste,2009,August,2135407.6
Brasil,2008,August,33013528.63
Norte,2008,August,2066807
Nordeste,2008,August,5400230.63
Sudeste,2008,August,17983892
Sul,2008,August,5520183
Centro-Oeste,2008,August,2042416
Brasil,2007,August,31181133
Norte,2007,August,1950708
Nordeste,2007,August,5212952
Sudeste,2007,August,16970732
Sul,2007,August,5194645
Centro-Oeste,2007,August,1852096
Brasil,2006,August,29886236.06
Norte,2006,August,1851942.88
Nordeste,2006,August,4939399.63
Sudeste,2006,August,16352069.779999997
Sul,2006,August,4957961.01
Centro-Oeste,2006,August,1784862.7599999998
Brasil,2005,August,28764354.809000008
Norte,2005,August,1725457.3099999998
Nordeste,2005,August,4739650.5600000005
Sudeste,2005,August,15838516.629999995
Sul,2005,August,4743658.99
Centro-Oeste,2005,August,1717071.319
Brasil,2004,August,27656857.789999995
Norte,2004,August,1729895.8900000001
Nordeste,2004,August,4438514.59
Sudeste,2004,August,15189574.869999997
Sul,2004,August,4653182.4399999995
Centro-Oeste,2004,August,1645690
Brasil,2024,September,0
Norte,2024,September,0
Nordeste,2024,September,0
Sudeste,2024,September,0
Sul,2024,September,0
Centro-Oeste,2024,September,0
Brasil,2023,September,44477047.34099999
Norte,2023,September,3689266.9299999997
Nordeste,2023,September,8056889.150000001
Sudeste,2023,September,21190186.369999997
Sul,2023,September,7809609.301
Centro-Oeste,2023,September,3731095.59
Brasil,2022,September,42310335.85999999
Norte,2022,September,3380310.2399999998
Nordeste,2022,September,7422699.759999998
Sudeste,2022,September,20442843.669999998
Sul,2022,September,7536751.849999998
Centro-Oeste,2022,September,3527730.3400000003
Brasil,2021,September,41952552.080000006
Norte,2021,September,3172367.9699999997
Nordeste,2021,September,7190595.92
Sudeste,2021,September,20664259.57
Sul,2021,September,7349094.32
Centro-Oeste,2021,September,3576234.2999999993
Brasil,2020,September,40360042.64899999
Norte,2020,September,3085359.71
Nordeste,2020,September,6830849.029
Sudeste,2020,September,19785077.390000004
Sul,2020,September,7263502.489999999
Centro-Oeste,2020,September,3395254.0299999993
Brasil,2019,September,39269725.02099998
Norte,2019,September,2938025.7600000002
Nordeste,2019,September,6640922.869999999
Sudeste,2019,September,19292022.249999996
Sul,2019,September,7031952.630999999
Centro-Oeste,2019,September,3366801.51
Brasil,2018,September,39046236.540000014
Norte,2018,September,2689092.8200000003
Nordeste,2018,September,6643931.26
Sudeste,2018,September,19599718.169999998
Sul,2018,September,6955336.27
Centro-Oeste,2018,September,3158158.02
Brasil,2017,September,39013960.43
Norte,2017,September,2983201
Nordeste,2017,September,6516904.8100000005
Sudeste,2017,September,19351380.89
Sul,2017,September,6981237.5
Centro-Oeste,2017,September,3181236.23
Brasil,2016,September,38351221.93
Norte,2016,September,2919161
Nordeste,2016,September,6629965.93
Sudeste,2016,September,19239375
Sul,2016,September,6587723.5
Centro-Oeste,2016,September,2974996.5
Brasil,2015,September,37844661.6
Norte,2015,September,2964444
Nordeste,2015,September,6388474.6899999995
Sudeste,2015,September,18919408.01
Sul,2015,September,6494009.35
Centro-Oeste,2015,September,3078325.55
Brasil,2014,September,38894976
Norte,2014,September,2836892
Nordeste,2014,September,6721395
Sudeste,2014,September,19529007
Sul,2014,September,6787415
Centro-Oeste,2014,September,3020267
Brasil,2013,September,38524724.16
Norte,2013,September,2571187.16
Nordeste,2013,September,6536720
Sudeste,2013,September,20027335
Sul,2013,September,6572961
Centro-Oeste,2013,September,2816521
Brasil,2012,September,37661696.120000005
Norte,2012,September,2455692.17
Nordeste,2012,September,6288243
Sudeste,2012,September,19904342
Sul,2012,September,6340228.95
Centro-Oeste,2012,September,2673190
Brasil,2011,September,36965189.34
Norte,2011,September,2419447.34
Nordeste,2011,September,6093026
Sudeste,2011,September,19753623
Sul,2011,September,6133865
Centro-Oeste,2011,September,2565228
Brasil,2010,September,35182271.010000005
Norte,2010,September,2279911.51
Nordeste,2010,September,5896294
Sudeste,2010,September,18980234
Sul,2010,September,5711562.5
Centro-Oeste,2010,September,2314269
Brasil,2009,September,32716665.810000002
Norte,2009,September,2089534
Nordeste,2009,September,5581245
Sudeste,2009,September,17516988.1
Sul,2009,September,5362624
Centro-Oeste,2009,September,2166274.71
Brasil,2008,September,32964086.69
Norte,2008,September,2112487
Nordeste,2008,September,5461713.6899999995
Sudeste,2008,September,17869017
Sul,2008,September,5412749
Centro-Oeste,2008,September,2108120
Brasil,2007,September,31735736
Norte,2007,September,1964607
Nordeste,2007,September,5148024
Sudeste,2007,September,17585510
Sul,2007,September,5157841
Centro-Oeste,2007,September,1879754
Brasil,2006,September,29916630.53900001
Norte,2006,September,1886314.46
Nordeste,2006,September,4950953.07
Sudeste,2006,September,16434266.179999998
Sul,2006,September,4841502.43
Centro-Oeste,2006,September,1803594.3990000002
Brasil,2005,September,29335128.080000013
Norte,2005,September,1752160.7999999998
Nordeste,2005,September,4763780.850000001
Sudeste,2005,September,16391988.83
Sul,2005,September,4654131.24
Centro-Oeste,2005,September,1773066.36
Brasil,2004,September,28232451.24000001
Norte,2004,September,1687156.54
Nordeste,2004,September,4570030.34
Sudeste,2004,September,15593685.74
Sul,2004,September,4654411.58
Centro-Oeste,2004,September,1727167.04
Brasil,2024,October,0
Norte,2024,October,0
Nordeste,2024,October,0
Sudeste,2024,October,0
Sul,2024,October,0
Centro-Oeste,2024,October,0
Brasil,2023,October,46048083.978999995
Norte,2023,October,3713736.709
Nordeste,2023,October,8202189.740000001
Sudeste,2023,October,22135334.860000003
Sul,2023,October,8042208.960000001
Centro-Oeste,2023,October,3954613.7100000004
Brasil,2022,October,42519057.32899998
Norte,2022,October,3421209.949
Nordeste,2022,October,7644764.739999999
Sudeste,2022,October,20496294.56
Sul,2022,October,7417894.200000001
Centro-Oeste,2022,October,3538893.88
Brasil,2021,October,42596650.58099999
Norte,2021,October,3201778.23
Nordeste,2021,October,7540206.289999999
Sudeste,2021,October,20795883.880000003
Sul,2021,October,7447105.851000001
Centro-Oeste,2021,October,3611676.33
Brasil,2020,October,42931283.500999995
Norte,2020,October,3160122.36
Nordeste,2020,October,7372795.72
Sudeste,2020,October,21224406.630000003
Sul,2020,October,7519420.3100000005
Centro-Oeste,2020,October,3654538.481
Brasil,2019,October,41075150.13000002
Norte,2019,October,2965330.92
Nordeste,2019,October,7145735.429999999
Sudeste,2019,October,20170884.3
Sul,2019,October,7346734.09
Centro-Oeste,2019,October,3446465.3899999997
Brasil,2018,October,40402554.07000001
Norte,2018,October,2829919.4099999997
Nordeste,2018,October,7060110.7299999995
Sudeste,2018,October,20110168.82
Sul,2018,October,7087909.8100000005
Centro-Oeste,2018,October,3314445.3
Brasil,2017,October,39351761.02
Norte,2017,October,3056787
Nordeste,2017,October,6876942.4799999995
Sudeste,2017,October,19442583.31
Sul,2017,October,6878050.1
Centro-Oeste,2017,October,3097398.13
Brasil,2016,October,38204182.24
Norte,2016,October,2946530
Nordeste,2016,October,6687638.0200000005
Sudeste,2016,October,19147567.9
Sul,2016,October,6452385.1899999995
Centro-Oeste,2016,October,2970061.13
Brasil,2015,October,39282717.57000001
Norte,2015,October,3050012
Nordeste,2015,October,6640647.739999999
Sudeste,2015,October,19814545.94
Sul,2015,October,6561338.84
Centro-Oeste,2015,October,3216173.05
Brasil,2014,October,40100440.59
Norte,2014,October,2825876
Nordeste,2014,October,6929490.59
Sudeste,2014,October,20304956
Sul,2014,October,6922704
Centro-Oeste,2014,October,3117414
Brasil,2013,October,39389004.379999995
Norte,2013,October,2720586.38
Nordeste,2013,October,6832552
Sudeste,2013,October,20325563
Sul,2013,October,6654874
Centro-Oeste,2013,October,2855429
Brasil,2012,October,37796014.07
Norte,2012,October,2505782.4
Nordeste,2012,October,6427697
Sudeste,2012,October,19837975
Sul,2012,October,6251817.67
Centro-Oeste,2012,October,2772742
Brasil,2011,October,36743770.379999995
Norte,2011,October,2476119.38
Nordeste,2011,October,6216199
Sudeste,2011,October,19385128
Sul,2011,October,6118714
Centro-Oeste,2011,October,2547610
Brasil,2010,October,35188924.99
Norte,2010,October,2325697.5300000003
Nordeste,2010,October,6123244
Sudeste,2010,October,18818098
Sul,2010,October,5628306.46
Centro-Oeste,2010,October,2293579
Brasil,2009,October,33419533.139999997
Norte,2009,October,2135822
Nordeste,2009,October,5779775
Sudeste,2009,October,17858520
Sul,2009,October,5440950
Centro-Oeste,2009,October,2204466.14
Brasil,2008,October,33673777.379999995
Norte,2008,October,2151182
Nordeste,2008,October,5685044.38
Sudeste,2008,October,18231987
Sul,2008,October,5481462
Centro-Oeste,2008,October,2124102
Brasil,2007,October,32135735
Norte,2007,October,2006525
Nordeste,2007,October,5440994
Sudeste,2007,October,17488650
Sul,2007,October,5240394
Centro-Oeste,2007,October,1959172
Brasil,2006,October,30143525.320000004
Norte,2006,October,1899959.4099999997
Nordeste,2006,October,5141500.93
Sudeste,2006,October,16453397.740000002
Sul,2006,October,4852384.500000001
Centro-Oeste,2006,October,1796282.74
Brasil,2005,October,29145312.05000001
Norte,2005,October,1796178.4100000001
Nordeste,2005,October,4849539.18
Sudeste,2005,October,16074848.55
Sul,2005,October,4668762.35
Centro-Oeste,2005,October,1755983.56
Brasil,2004,October,28556120.939999994
Norte,2004,October,1724166.75
Nordeste,2004,October,4657880.989999999
Sudeste,2004,October,15839877.16
Sul,2004,October,4590697.5
Centro-Oeste,2004,October,1743498.5400000003
Brasil,2024,November,0
Norte,2024,November,0
Nordeste,2024,November,0
Sudeste,2024,November,0
Sul,2024,November,0
Centro-Oeste,2024,November,0
Brasil,2023,November,46669820.080000006
Norte,2023,November,3628490.86
Nordeste,2023,November,8478291.370000001
Sudeste,2023,November,22489273.85
Sul,2023,November,8039109.220000001
Centro-Oeste,2023,November,4034654.7800000003
Brasil,2022,November,42753582.83000002
Norte,2022,November,3344483.65
Nordeste,2022,November,7770458.349999999
Sudeste,2022,November,20581355.78
Sul,2022,November,7584501.74
Centro-Oeste,2022,November,3472783.31
Brasil,2021,November,41869275.91099998
Norte,2021,November,3161072.7900000005
Nordeste,2021,November,7484406.33
Sudeste,2021,November,20237020.560000002
Sul,2021,November,7611454.381000002
Centro-Oeste,2021,November,3375321.8500000006
Brasil,2020,November,41438765.789900005
Norte,2020,November,3007704.05
Nordeste,2020,November,7017888.79
Sudeste,2020,November,20377363.41
Sul,2020,November,7616849.5099
Centro-Oeste,2020,November,3418960.0300000003
Brasil,2019,November,41779611.56000002
Norte,2019,November,2925431.8
Nordeste,2019,November,7310777.679999999
Sudeste,2019,November,20623038.89
Sul,2019,November,7520829.950000001
Centro-Oeste,2019,November,3399533.24
Brasil,2018,November,40414059.50100003
Norte,2018,November,2723638.17
Nordeste,2018,November,7190633.200000001
Sudeste,2018,November,20154428.67
Sul,2018,November,7173508.069999999
Centro-Oeste,2018,November,3171851.3910000003
Brasil,2017,November,39833033.26
Norte,2017,November,2965901
Nordeste,2017,November,6911593.180000001
Sudeste,2017,November,19915401.05
Sul,2017,November,6932667.6
Centro-Oeste,2017,November,3107470.43
Brasil,2016,November,38759185.059999995
Norte,2016,November,2952602
Nordeste,2016,November,6824573.899999999
Sudeste,2016,November,19361478.46
Sul,2016,November,6690297.96
Centro-Oeste,2016,November,2930232.74
Brasil,2015,November,39230586.370000005
Norte,2015,November,2958108
Nordeste,2015,November,6660436.850000001
Sudeste,2015,November,19836832.099999998
Sul,2015,November,6636695.54
Centro-Oeste,2015,November,3138513.88
Brasil,2014,November,40950726.39
Norte,2014,November,2762256
Nordeste,2014,November,6919617.39
Sudeste,2014,November,20968110
Sul,2014,November,7264836
Centro-Oeste,2014,November,3035907
Brasil,2013,November,39920289.54
Norte,2013,November,2641605.54
Nordeste,2013,November,6759701
Sudeste,2013,November,20765973
Sul,2013,November,6849526
Centro-Oeste,2013,November,2903484
Brasil,2012,November,38643584.230000004
Norte,2012,November,2484061.67
Nordeste,2012,November,6421108
Sudeste,2012,November,20485581
Sul,2012,November,6543891.56
Centro-Oeste,2012,November,2708942
Brasil,2011,November,36368389.769999996
Norte,2011,November,2369153.77
Nordeste,2011,November,6137780
Sudeste,2011,November,19378704
Sul,2011,November,6045746
Centro-Oeste,2011,November,2437006
Brasil,2010,November,35077981.26
Norte,2010,November,2262056.57
Nordeste,2010,November,6136436
Sudeste,2010,November,18709507
Sul,2010,November,5758555.6899999995
Centro-Oeste,2010,November,2211426
Brasil,2009,November,33616820.2
Norte,2009,November,2132369
Nordeste,2009,November,5705872
Sudeste,2009,November,18058927.4
Sul,2009,November,5591816
Centro-Oeste,2009,November,2127835.8000000003
Brasil,2008,November,33410166.509999998
Norte,2008,November,2081744
Nordeste,2008,November,5585548.51
Sudeste,2008,November,18164111
Sul,2008,November,5441085
Centro-Oeste,2008,November,2137678
Brasil,2007,November,32654491
Norte,2007,November,1995582
Nordeste,2007,November,5502715
Sudeste,2007,November,17983265
Sul,2007,November,5294910
Centro-Oeste,2007,November,1878019
Brasil,2006,November,30531121.359999992
Norte,2006,November,1871573.6099999999
Nordeste,2006,November,5132731.459999999
Sudeste,2006,November,16722623.48
Sul,2006,November,5043949.260000001
Centro-Oeste,2006,November,1760243.55
Brasil,2005,November,29287617.219999995
Norte,2005,November,1787686.7399999998
Nordeste,2005,November,4919391.14
Sudeste,2005,November,16089442.920000002
Sul,2005,November,4748342.43
Centro-Oeste,2005,November,1742753.99
Brasil,2004,November,28367124.049999993
Norte,2004,November,1719638.46
Nordeste,2004,November,4708464.83
Sudeste,2004,November,15804794.180000002
Sul,2004,November,4529419.23
Centro-Oeste,2004,November,1604807.35
Brasil,2024,December,0
Norte,2024,December,0
Nordeste,2024,December,0
Sudeste,2024,December,0
Sul,2024,December,0
Centro-Oeste,2024,December,0
Brasil,2023,December,47213726.92999998
Norte,2023,December,3554574.22
Nordeste,2023,December,8484311.56
Sudeste,2023,December,22841022.75
Sul,2023,December,8365523.170000001
Centro-Oeste,2023,December,3968295.23
Brasil,2022,December,43230081.04000003
Norte,2022,December,3309421.01
Nordeste,2022,December,7692127.15
Sudeste,2022,December,20763406.39
Sul,2022,December,8011390.739999999
Centro-Oeste,2022,December,3453735.75
Brasil,2021,December,42915950.780000016
Norte,2021,December,3159175.4000000004
Nordeste,2021,December,7714747.950000001
Sudeste,2021,December,20723919.669999998
Sul,2021,December,7896308.779999999
Centro-Oeste,2021,December,3421798.9800000004
Brasil,2020,December,42169432.53
Norte,2020,December,2991751.6900000004
Nordeste,2020,December,7113710.300000001
Sudeste,2020,December,20807480.840000004
Sul,2020,December,7842892.709999998
Centro-Oeste,2020,December,3413596.9899999998
Brasil,2019,December,40810007.45000001
Norte,2019,December,2994752.71
Nordeste,2019,December,7544853.460000002
Sudeste,2019,December,19593151.18
Sul,2019,December,7467002.399999999
Centro-Oeste,2019,December,3210247.7
Brasil,2018,December,40033442.06999999
Norte,2018,December,2585260.22
Nordeste,2018,December,7007459.289999999
Sudeste,2018,December,20021514.689999998
Sul,2018,December,7276982.62
Centro-Oeste,2018,December,3142225.25
Brasil,2017,December,39610218.910000004
Norte,2017,December,2915303
Nordeste,2017,December,6909062.04
Sudeste,2017,December,19748006.099999998
Sul,2017,December,7128627.7
Centro-Oeste,2017,December,2909220.07
Brasil,2016,December,38782644.980000004
Norte,2016,December,2896559
Nordeste,2016,December,6866218.529999999
Sudeste,2016,December,19268368.88
Sul,2016,December,6944869.4
Centro-Oeste,2016,December,2806629.17
Brasil,2015,December,38676460.36000001
Norte,2015,December,2962634
Nordeste,2015,December,6799124.31
Sudeste,2015,December,19359381.939999998
Sul,2015,December,6604791.22
Centro-Oeste,2015,December,2950528.89
Brasil,2014,December,39838307.03
Norte,2014,December,2816133
Nordeste,2014,December,6859202.03
Sudeste,2014,December,20098588
Sul,2014,December,7266585
Centro-Oeste,2014,December,2797799
Brasil,2013,December,39556378.239999995
Norte,2013,December,2738735.24
Nordeste,2013,December,6733760
Sudeste,2013,December,20381824
Sul,2013,December,6885986
Centro-Oeste,2013,December,2816073
Brasil,2012,December,37765084.440000005
Norte,2012,December,2410373.0300000003
Nordeste,2012,December,6478746
Sudeste,2012,December,19506176
Sul,2012,December,6725279.41
Centro-Oeste,2012,December,2644510
Brasil,2011,December,36741948.78
Norte,2011,December,2415931.7800000003
Nordeste,2011,December,6244198
Sudeste,2011,December,19297800
Sul,2011,December,6344201
Centro-Oeste,2011,December,2439818
Brasil,2010,December,35956439.4
Norte,2010,December,2260545.71
Nordeste,2010,December,6165765
Sudeste,2010,December,19306259
Sul,2010,December,6029230.6899999995
Centro-Oeste,2010,December,2194639
Brasil,2009,December,34123194.7
Norte,2009,December,2121716
Nordeste,2009,December,5968068
Sudeste,2009,December,18201962.2
Sul,2009,December,5739383
Centro-Oeste,2009,December,2092065.5
Brasil,2008,December,31559278.490000002
Norte,2008,December,2032318
Nordeste,2008,December,5535839.49
Sudeste,2008,December,16659849
Sul,2008,December,5366031
Centro-Oeste,2008,December,1965241
Brasil,2007,December,32304926
Norte,2007,December,1991017
Nordeste,2007,December,5546780
Sudeste,2007,December,17621312
Sul,2007,December,5333163
Centro-Oeste,2007,December,1812654
Brasil,2006,December,30493979.03000001
Norte,2006,December,1864369.94
Nordeste,2006,December,5122709.51
Sudeste,2006,December,16689648.170000004
Sul,2006,December,5074875.269999999
Centro-Oeste,2006,December,1742376.14
Brasil,2005,December,29505146.070000004
Norte,2005,December,1774268.42
Nordeste,2005,December,5005463.899999999
Sudeste,2005,December,16116894.270000001
Sul,2005,December,4948742.880000002
Centro-Oeste,2005,December,1659776.5999999999
Brasil,2004,December,28562106.43
Norte,2004,December,1740620.86
Nordeste,2004,December,4770509.72
Sudeste,2004,December,15750647.949999997
Sul,2004,December,4665214.36
Centro-Oeste,2004,December,1635113.54
