Região,Ano,Mês,Energia
Norte,2010,Junho,2198244
Nordeste,2010,Junho,5905720
Sudeste,2010,Junho,18212704
Sul,2010,Junho,5652619
Centro-Oeste,2010,Junho,2200172
Brasil,2009,Junho,30715169.95
Norte,2009,Junho,1993823
Nordeste,2009,Junho,5122496
Sudeste,2009,Junho,16330119
Sul,2009,Junho,5261043
Centro-Oeste,2009,Junho,2007688.95
Brasil,2008,Junho,31742987.79
Norte,2008,Junho,1980943
Nordeste,2008,Junho,5241034.79
Sudeste,2008,Junho,17180445
Sul,2008,Junho,5368281
Centro-Oeste,2008,Junho,1972284
Brasil,2007,Junho,30766760
Norte,2007,Junho,1899318
Nordeste,2007,Junho,5079581
Sudeste,2007,Junho,16890489
Sul,2007,Junho,5114607
Centro-Oeste,2007,Junho,1782765
Brasil,2006,Junho,29068797.599999994
Norte,2006,Junho,1761920.0300000003
Nordeste,2006,Junho,4769522.06
Sudeste,2006,Junho,15969883.010000002
Sul,2006,Junho,4879785.7700000005
Centro-Oeste,2006,Junho,1687686.7299999997
Brasil,2005,Junho,28326181.920000013
Norte,2005,Junho,1692287.96
Nordeste,2005,Junho,4575214.83
Sudeste,2005,Junho,15633866.989999998
Sul,2005,Junho,4760323.789999999
Centro-Oeste,2005,Junho,1664488.35
Brasil,2004,Junho,27082961.479999997
Norte,2004,Junho,1641381.91
Nordeste,2004,Junho,4409301.739999999
Sudeste,2004,Junho,14898517.41
Sul,2004,Junho,4556563.56
Centro-Oeste,2004,Junho,1577196.8599999999
Brasil,2024,Julho,0
Norte,2024,Julho,0
Nordeste,2024,Julho,0
Sudeste,2024,Julho,0
Sul,2024,Julho,0
Centro-Oeste,2024,Julho,0
Brasil,2023,Julho,42002500.300000004
Norte,2023,Julho,3426421.4
Nordeste,2023,Julho,7463808.490000002
Sudeste,2023,Julho,20135946.169999998
Sul,2023,Julho,7705370.51
Centro-Oeste,2023,Julho,3270953.73
Brasil,2022,Julho,41232572.94999999
Norte,2022,Julho,3254761.24
Nordeste,2022,Julho,7104760.800000002
Sudeste,2022,Julho,19948620.89
Sul,2022,Julho,7629542.6
Centro-Oeste,2022,Julho,3294887.42
Brasil,2021,Julho,40190502.12000002
Norte,2021,Julho,3034193.1399999997
Nordeste,2021,Julho,6994258.229999998
Sudeste,2021,Julho,19528232.239
Sul,2021,Julho,7472283.811
Centro-Oeste,2021,Julho,3161534.7
Brasil,2020,Julho,37874852.129000016
Norte,2020,Julho,2898335.31
Nordeste,2020,Julho,6535254.399999999
Sudeste,2020,Julho,18381116.009999998
Sul,2020,Julho,6979429.558999998
Centro-Oeste,2020,Julho,3080716.8500000006
Brasil,2019,Julho,38353669.269999996
Norte,2019,Julho,2820493.4800000004
Nordeste,2019,Julho,6679904.930000001
Sudeste,2019,Julho,18699587.519999996
Sul,2019,Julho,7081184.789999999
Centro-Oeste,2019,Julho,3072498.55
Brasil,2018,Julho,38515114.91
Norte,2018,Julho,2658452.06
Nordeste,2018,Julho,6527352.22
Sudeste,2018,Julho,19272778.68
Sul,2018,Julho,7049955.93
Centro-Oeste,2018,Julho,3006576.02
Brasil,2017,Julho,37383447.35999999
Norte,2017,Julho,2882108
Nordeste,2017,Julho,6385162.18
Sudeste,2017,Julho,18492331.66
Sul,2017,Julho,6751139.17
Centro-Oeste,2017,Julho,2872706.35
Brasil,2016,Julho,37261270.92
Norte,2016,Julho,2900857
Nordeste,2016,Julho,6469705.8
Sudeste,2016,Julho,18388987.38
Sul,2016,Julho,6665439.9
Centro-Oeste,2016,Julho,2836280.84
Brasil,2015,Julho,36819663.29
Norte,2015,Julho,2833640
Nordeste,2015,Julho,6218709.45
Sudeste,2015,Julho,18532921.47
Sul,2015,Julho,6446540
Centro-Oeste,2015,Julho,2787852.37
Brasil,2014,Julho,37765729
Norte,2014,Julho,2720799
Nordeste,2014,Julho,6554674
Sudeste,2014,Julho,19111350
Sul,2014,Julho,6639960
Centro-Oeste,2014,Julho,2738946
Brasil,2013,Julho,37697945.03
Norte,2013,Julho,2562520.0300000003
Nordeste,2013,Julho,6534919
Sudeste,2013,Julho,19331509
Sul,2013,Julho,6544154
Centro-Oeste,2013,Julho,2724843
Brasil,2012,Julho,35917147.199999996
Norte,2012,Julho,2397647.91
Nordeste,2012,Julho,6111808
Sudeste,2012,Julho,18762191
Sul,2012,Julho,6188904.29
Centro-Oeste,2012,Julho,2456596
Brasil,2011,Julho,35417292.620000005
Norte,2011,Julho,2351515.62
Nordeste,2011,Julho,5936622
Sudeste,2011,Julho,18731628
Sul,2011,Julho,6081811
Centro-Oeste,2011,Julho,2315716
Brasil,2010,Julho,33849349
Norte,2010,Julho,2195788
Nordeste,2010,Julho,5844282
Sudeste,2010,Julho,17936477
Sul,2010,Julho,5706940
Centro-Oeste,2010,Julho,2165862
Brasil,2009,Julho,31324991.23
Norte,2009,Julho,2023693
Nordeste,2009,Julho,5257360
Sudeste,2009,Julho,16655879
Sul,2009,Julho,5315045
Centro-Oeste,2009,Julho,2073014.23
Brasil,2008,Julho,32150352.03
Norte,2008,Julho,1998546
Nordeste,2008,Julho,5334190.03
Sudeste,2008,Julho,17451996
Sul,2008,Julho,5419027
Centro-Oeste,2008,Julho,1946593
Brasil,2007,Julho,30500299
Norte,2007,Julho,1912792
Nordeste,2007,Julho,5131886
Sudeste,2007,Julho,16589542
Sul,2007,Julho,5056898
Centro-Oeste,2007,Julho,1809181
Brasil,2006,Julho,29113809.229999993
Norte,2006,Julho,1812929.25
Nordeste,2006,Julho,4760160.14
Sudeste,2006,Julho,15981706.52
Sul,2006,Julho,4847373.099999999
Centro-Oeste,2006,Julho,1711640.2200000002
Brasil,2005,Julho,28322317.11999999
Norte,2005,Julho,1718917.7799999998
Nordeste,2005,Julho,4643778.48
Sudeste,2005,Julho,15509118.440000001
Sul,2005,Julho,4724562.06
Centro-Oeste,2005,Julho,1725940.36
Brasil,2004,Julho,27346004.67
Norte,2004,Julho,1665002.57
Nordeste,2004,Julho,4376174.119999999
Sudeste,2004,Julho,15094285.46
Sul,2004,Julho,4598792.890000001
Centro-Oeste,2004,Julho,1611749.63
Brasil,2024,Agosto,0
Norte,2024,Agosto,0
Nordeste,2024,Agosto,0
Sudeste,2024,Agosto,0
Sul,2024,Agosto,0
Centro-Oeste,2024,Agosto,0
Brasil,2023,Agosto,43418716.70999998
Norte,2023,Agosto,3601716.97
Nordeste,2023,Agosto,7737155.04
Sudeste,2023,Agosto,20744961.099999994
Sul,2023,Agosto,7787582.83
Centro-Oeste,2023,Agosto,3547300.7700000005
Brasil,2022,Agosto,42120706.90000001
Norte,2022,Agosto,3419567.14
Nordeste,2022,Agosto,7278921.1
Sudeste,2022,Agosto,20376354.57
Sul,2022,Agosto,7645256.150000001
Centro-Oeste,2022,Agosto,3400607.94
Brasil,2021,Agosto,40908016.07
Norte,2021,Agosto,3144877.9499999997
Nordeste,2021,Agosto,7110501.540000001
Sudeste,2021,Agosto,19800843.510999996
Sul,2021,Agosto,7611805.359000001
Centro-Oeste,2021,Agosto,3239987.7099999995
Brasil,2020,Agosto,39250276.900000006
Norte,2020,Agosto,3035360.7499999995
Nordeste,2020,Agosto,6529785.690000002
Sudeste,2020,Agosto,19324707.43
Sul,2020,Agosto,7110002.59
Centro-Oeste,2020,Agosto,3250420.44
Brasil,2019,Agosto,38649212.86899999
Norte,2019,Agosto,2881215.73
Nordeste,2019,Agosto,6552950.599
Sudeste,2019,Agosto,18900144.569999997
Sul,2019,Agosto,7169974.359999999
Centro-Oeste,2019,Agosto,3144927.6100000003
Brasil,2018,Agosto,39056711.430000015
Norte,2018,Agosto,2688993.8099999996
Nordeste,2018,Agosto,6694635.720000001
Sudeste,2018,Agosto,19378187.369999997
Sul,2018,Agosto,7142685.819999998
Centro-Oeste,2018,Agosto,3152208.71
Brasil,2017,Agosto,37867561.849999994
Norte,2017,Agosto,3041036
Nordeste,2017,Agosto,6507476.600000001
Sudeste,2017,Agosto,18499902.09
Sul,2017,Agosto,6880099.3
Centro-Oeste,2017,Agosto,2939047.86
Brasil,2016,Agosto,37698998.25
Norte,2016,Agosto,2932615
Nordeste,2016,Agosto,6524029.2
Sudeste,2016,Agosto,18711601.76
Sul,2016,Agosto,6609796.8
Centro-Oeste,2016,Agosto,2920955.49
Brasil,2015,Agosto,37861860.11000001
Norte,2015,Agosto,2891977.49
Nordeste,2015,Agosto,6337057.3100000005
Sudeste,2015,Agosto,19084994.17
Sul,2015,Agosto,6648543.5
Centro-Oeste,2015,Agosto,2899287.64
Brasil,2014,Agosto,38651774
Norte,2014,Agosto,2759032
Nordeste,2014,Agosto,6652720
Sudeste,2014,Agosto,19438306
Sul,2014,Agosto,6872774
Centro-Oeste,2014,Agosto,2928942
Brasil,2013,Agosto,38613276.260000005
Norte,2013,Agosto,2559396.26
Nordeste,2013,Agosto,6580762
Sudeste,2013,Agosto,19838087
Sul,2013,Agosto,6797218
Centro-Oeste,2013,Agosto,2837813
Brasil,2012,Agosto,37179602.53
Norte,2012,Agosto,2490520.71
Nordeste,2012,Agosto,6323564
Sudeste,2012,Agosto,19393131
Sul,2012,Agosto,6391480.82
Centro-Oeste,2012,Agosto,2580906
Brasil,2011,Agosto,36335812.84
Norte,2011,Agosto,2406842.84
Nordeste,2011,Agosto,6092998
Sudeste,2011,Agosto,19249143
Sul,2011,Agosto,6177576
Centro-Oeste,2011,Agosto,2409253
Brasil,2010,Agosto,34713394.230000004
Norte,2010,Agosto,2228538.23
Nordeste,2010,Agosto,5833193
Sudeste,2010,Agosto,18656632
Sul,2010,Agosto,5755499
Centro-Oeste,2010,Agosto,2239532
Brasil,2009,Agosto,32262205.6
Norte,2009,Agosto,2074891
Nordeste,2009,Agosto,5501276
Sudeste,2009,Agosto,17158443
Sul,2009,Agosto,5392188
Centro-Oeste,2009,Agosto,2135407.6
Brasil,2008,Agosto,33013528.63
Norte,2008,Agosto,2066807
Nordeste,2008,Agosto,5400230.63
Sudeste,2008,Agosto,17983892
Sul,2008,Agosto,5520183
Centro-Oeste,2008,Agosto,2042416
Brasil,2007,Agosto,31181133
Norte,2007,Agosto,1950708
Nordeste,2007,Agosto,5212952
Sudeste,2007,Agosto,16970732
Sul,2007,Agosto,5194645
Centro-Oeste,2007,Agosto,1852096
Brasil,2006,Agosto,29886236.06
Norte,2006,Agosto,1851942.88
Nordeste,2006,Agosto,4939399.63
Sudeste,2006,Agosto,16352069.779999997
Sul,2006,Agosto,4957961.01
Centro-Oeste,2006,Agosto,1784862.7599999998
Brasil,2005,Agosto,28764354.809000008
Norte,2005,Agosto,1725457.3099999998
Nordeste,2005,Agosto,4739650.5600000005
Sudeste,2005,Agosto,15838516.629999995
Sul,2005,Agosto,4743658.99
Centro-Oeste,2005,Agosto,1717071.319
Brasil,2004,Agosto,27656857.789999995
Norte,2004,Agosto,1729895.8900000001
Nordeste,2004,Agosto,4438514.59
Sudeste,2004,Agosto,15189574.869999997
Sul,2004,Agosto,4653182.4399999995
Centro-Oeste,2004,Agosto,1645690
Brasil,2024,Setembro,0
Norte,2024,Setembro,0
Nordeste,2024,Setembro,0
Sudeste,2024,Setembro,0
Sul,2024,Setembro,0
Centro-Oeste,2024,Setembro,0
Brasil,2023,Setembro,44477047.34099999
Norte,2023,Setembro,3689266.9299999997
Nordeste,2023,Setembro,8056889.150000001
Sudeste,2023,Setembro,21190186.369999997
Sul,2023,Setembro,7809609.301
Centro-Oeste,2023,Setembro,3731095.59
Brasil,2022,Setembro,42310335.85999999
Norte,2022,Setembro,3380310.2399999998
Nordeste,2022,Setembro,7422699.759999998
Sudeste,2022,Setembro,20442843.669999998
Sul,2022,Setembro,7536751.849999998
Centro-Oeste,2022,Setembro,3527730.3400000003
Brasil,2021,Setembro,41952552.080000006
Norte,2021,Setembro,3172367.9699999997
Nordeste,2021,Setembro,7190595.92
Sudeste,2021,Setembro,20664259.57
Sul,2021,Setembro,7349094.32
Centro-Oeste,2021,Setembro,3576234.2999999993
Brasil,2020,Setembro,40360042.64899999
Norte,2020,Setembro,3085359.71
Nordeste,2020,Setembro,6830849.029
Sudeste,2020,Setembro,19785077.390000004
Sul,2020,Setembro,7263502.489999999
Centro-Oeste,2020,Setembro,3395254.0299999993
Brasil,2019,Setembro,39269725.02099998
Norte,2019,Setembro,2938025.7600000002
Nordeste,2019,Setembro,6640922.869999999
Sudeste,2019,Setembro,19292022.249999996
Sul,2019,Setembro,7031952.630999999
Centro-Oeste,2019,Setembro,3366801.51
Brasil,2018,Setembro,39046236.540000014
Norte,2018,Setembro,2689092.8200000003
Nordeste,2018,Setembro,6643931.26
Sudeste,2018,Setembro,19599718.169999998
Sul,2018,Setembro,6955336.27
Centro-Oeste,2018,Setembro,3158158.02
Brasil,2017,Setembro,39013960.43
Norte,2017,Setembro,2983201
Nordeste,2017,Setembro,6516904.8100000005
Sudeste,2017,Setembro,19351380.89
Sul,2017,Setembro,6981237.5
Centro-Oeste,2017,Setembro,3181236.23
Brasil,2016,Setembro,38351221.93
Norte,2016,Setembro,2919161
Nordeste,2016,Setembro,6629965.93
Sudeste,2016,Setembro,19239375
Sul,2016,Setembro,6587723.5
Centro-Oeste,2016,Setembro,2974996.5
Brasil,2015,Setembro,37844661.6
Norte,2015,Setembro,2964444
Nordeste,2015,Setembro,6388474.6899999995
Sudeste,2015,Setembro,18919408.01
Sul,2015,Setembro,6494009.35
Centro-Oeste,2015,Setembro,3078325.55
Brasil,2014,Setembro,38894976
Norte,2014,Setembro,2836892
Nordeste,2014,Setembro,6721395
Sudeste,2014,Setembro,19529007
Sul,2014,Setembro,6787415
Centro-Oeste,2014,Setembro,3020267
Brasil,2013,Setembro,38524724.16
Norte,2013,Setembro,2571187.16
Nordeste,2013,Setembro,6536720
Sudeste,2013,Setembro,20027335
Sul,2013,Setembro,6572961
Centro-Oeste,2013,Setembro,2816521
Brasil,2012,Setembro,37661696.120000005
Norte,2012,Setembro,2455692.17
Nordeste,2012,Setembro,6288243
Sudeste,2012,Setembro,19904342
Sul,2012,Setembro,6340228.95
Centro-Oeste,2012,Setembro,2673190
Brasil,2011,Setembro,36965189.34
Norte,2011,Setembro,2419447.34
Nordeste,2011,Setembro,6093026
Sudeste,2011,Setembro,19753623
Sul,2011,Setembro,6133865
Centro-Oeste,2011,Setembro,2565228
Brasil,2010,Setembro,35182271.010000005
Norte,2010,Setembro,2279911.51
Nordeste,2010,Setembro,5896294
Sudeste,2010,Setembro,18980234
Sul,2010,Setembro,5711562.5
Centro-Oeste,2010,Setembro,2314269
Brasil,2009,Setembro,32716665.810000002
Norte,2009,Setembro,2089534
Nordeste,2009,Setembro,5581245
Sudeste,2009,Setembro,17516988.1
Sul,2009,Setembro,5362624
Centro-Oeste,2009,Setembro,2166274.71
Brasil,2008,Setembro,32964086.69
Norte,2008,Setembro,2112487
Nordeste,2008,Setembro,5461713.6899999995
Sudeste,2008,Setembro,17869017
Sul,2008,Setembro,5412749
Centro-Oeste,2008,Setembro,2108120
Brasil,2007,Setembro,31735736
Norte,2007,Setembro,1964607
Nordeste,2007,Setembro,5148024
Sudeste,2007,Setembro,17585510
Sul,2007,Setembro,5157841
Centro-Oeste,2007,Setembro,1879754
Brasil,2006,Setembro,29916630.53900001
Norte,2006,Setembro,1886314.46
Nordeste,2006,Setembro,4950953.07
Sudeste,2006,Setembro,16434266.179999998
Sul,2006,Setembro,4841502.43
Centro-Oeste,2006,Setembro,1803594.3990000002
Brasil,2005,Setembro,29335128.080000013
Norte,2005,Setembro,1752160.7999999998
Nordeste,2005,Setembro,4763780.850000001
Sudeste,2005,Setembro,16391988.83
Sul,2005,Setembro,4654131.24
Centro-Oeste,2005,Setembro,1773066.36
Brasil,2004,Setembro,28232451.24000001
Norte,2004,Setembro,1687156.54
Nordeste,2004,Setembro,4570030.34
Sudeste,2004,Setembro,15593685.74
Sul,2004,Setembro,4654411.58
Centro-Oeste,2004,Setembro,1727167.04
Brasil,2024,Outubro,0
Norte,2024,Outubro,0
Nordeste,2024,Outubro,0
Sudeste,2024,Outubro,0
Sul,2024,Outubro,0
Centro-Oeste,2024,Outubro,0
Brasil,2023,Outubro,46048083.978999995
Norte,2023,Outubro,3713736.709
Nordeste,2023,Outubro,8202189.740000001
Sudeste,2023,Outubro,22135334.860000003
Sul,2023,Outubro,8042208.960000001
Centro-Oeste,2023,Outubro,3954613.7100000004
Brasil,2022,Outubro,42519057.32899998
Norte,2022,Outubro,3421209.949
Nordeste,2022,Outubro,7644764.739999999
Sudeste,2022,Outubro,20496294.56
Sul,2022,Outubro,7417894.200000001
Centro-Oeste,2022,Outubro,3538893.88
Brasil,2021,Outubro,42596650.58099999
Norte,2021,Outubro,3201778.23
Nordeste,2021,Outubro,7540206.289999999
Sudeste,2021,Outubro,20795883.880000003
Sul,2021,Outubro,7447105.851000001
Centro-Oeste,2021,Outubro,3611676.33
Brasil,2020,Outubro,42931283.500999995
Norte,2020,Outubro,3160122.36
Nordeste,2020,Outubro,7372795.72
Sudeste,2020,Outubro,21224406.630000003
Sul,2020,Outubro,7519420.3100000005
Centro-Oeste,2020,Outubro,3654538.481
Brasil,2019,Outubro,41075150.13000002
Norte,2019,Outubro,2965330.92
Nordeste,2019,Outubro,7145735.429999999
Sudeste,2019,Outubro,20170884.3
Sul,2019,Outubro,7346734.09
Centro-Oeste,2019,Outubro,3446465.3899999997
Brasil,2018,Outubro,40402554.07000001
Norte,2018,Outubro,2829919.4099999997
Nordeste,2018,Outubro,7060110.7299999995
Sudeste,2018,Outubro,20110168.82
Sul,2018,Outubro,7087909.8100000005
Centro-Oeste,2018,Outubro,3314445.3
Brasil,2017,Outubro,39351761.02
Norte,2017,Outubro,3056787
Nordeste,2017,Outubro,6876942.4799999995
Sudeste,2017,Outubro,19442583.31
Sul,2017,Outubro,6878050.1
Centro-Oeste,2017,Outubro,3097398.13
Brasil,2016,Outubro,38204182.24
Norte,2016,Outubro,2946530
Nordeste,2016,Outubro,6687638.0200000005
Sudeste,2016,Outubro,19147567.9
Sul,2016,Outubro,6452385.1899999995
Centro-Oeste,2016,Outubro,2970061.13
Brasil,2015,Outubro,39282717.57000001
Norte,2015,Outubro,3050012
Nordeste,2015,Outubro,6640647.739999999
Sudeste,2015,Outubro,19814545.94
Sul,2015,Outubro,6561338.84
Centro-Oeste,2015,Outubro,3216173.05
Brasil,2014,Outubro,40100440.59
Norte,2014,Outubro,2825876
Nordeste,2014,Outubro,6929490.59
Sudeste,2014,Outubro,20304956
Sul,2014,Outubro,6922704
Centro-Oeste,2014,Outubro,3117414
Brasil,2013,Outubro,39389004.379999995
Norte,2013,Outubro,2720586.38
Nordeste,2013,Outubro,6832552
Sudeste,2013,Outubro,20325563
Sul,2013,Outubro,6654874
Centro-Oeste,2013,Outubro,2855429
Brasil,2012,Outubro,37796014.07
Norte,2012,Outubro,2505782.4
Nordeste,2012,Outubro,6427697
Sudeste,2012,Outubro,19837975
Sul,2012,Outubro,6251817.67
Centro-Oeste,2012,Outubro,2772742
Brasil,2011,Outubro,36743770.379999995
Norte,2011,Outubro,2476119.38
Nordeste,2011,Outubro,6216199
Sudeste,2011,Outubro,19385128
Sul,2011,Outubro,6118714
Centro-Oeste,2011,Outubro,2547610
Brasil,2010,Outubro,35188924.99
Norte,2010,Outubro,2325697.5300000003
Nordeste,2010,Outubro,6123244
Sudeste,2010,Outubro,18818098
Sul,2010,Outubro,5628306.46
Centro-Oeste,2010,Outubro,2293579
Brasil,2009,Outubro,33419533.139999997
Norte,2009,Outubro,2135822
Nordeste,2009,Outubro,5779775
Sudeste,2009,Outubro,17858520
Sul,2009,Outubro,5440950
Centro-Oeste,2009,Outubro,2204466.14
Brasil,2008,Outubro,33673777.379999995
Norte,2008,Outubro,2151182
Nordeste,2008,Outubro,5685044.38
Sudeste,2008,Outubro,18231987
Sul,2008,Outubro,5481462
Centro-Oeste,2008,Outubro,2124102
Brasil,2007,Outubro,32135735
Norte,2007,Outubro,2006525
Nordeste,2007,Outubro,5440994
Sudeste,2007,Outubro,17488650
Sul,2007,Outubro,5240394
Centro-Oeste,2007,Outubro,1959172
Brasil,2006,Outubro,30143525.320000004
Norte,2006,Outubro,1899959.4099999997
Nordeste,2006,Outubro,5141500.93
Sudeste,2006,Outubro,16453397.740000002
Sul,2006,Outubro,4852384.500000001
Centro-Oeste,2006,Outubro,1796282.74
Brasil,2005,Outubro,29145312.05000001
Norte,2005,Outubro,1796178.4100000001
Nordeste,2005,Outubro,4849539.18
Sudeste,2005,Outubro,16074848.55
Sul,2005,Outubro,4668762.35
Centro-Oeste,2005,Outubro,1755983.56
Brasil,2004,Outubro,28556120.939999994
Norte,2004,Outubro,1724166.75
Nordeste,2004,Outubro,4657880.989999999
Sudeste,2004,Outubro,15839877.16
Sul,2004,Outubro,4590697.5
Centro-Oeste,2004,Outubro,1743498.5400000003
Brasil,2024,Novembro,0
Norte,2024,Novembro,0
Nordeste,2024,Novembro,0
Sudeste,2024,Novembro,0
Sul,2024,Novembro,0
Centro-Oeste,2024,Novembro,0
Brasil,2023,Novembro,46669820.080000006
Norte,2023,Novembro,3628490.86
Nordeste,2023,Novembro,8478291.370000001
Sudeste,2023,Novembro,22489273.85
Sul,2023,Novembro,8039109.220000001
Centro-Oeste,2023,Novembro,4034654.7800000003
Brasil,2022,Novembro,42753582.83000002
Norte,2022,Novembro,3344483.65
Nordeste,2022,Novembro,7770458.349999999
Sudeste,2022,Novembro,20581355.78
Sul,2022,Novembro,7584501.74
Centro-Oeste,2022,Novembro,3472783.31
Brasil,2021,Novembro,41869275.91099998
Norte,2021,Novembro,3161072.7900000005
Nordeste,2021,Novembro,7484406.33
Sudeste,2021,Novembro,20237020.560000002
Sul,2021,Novembro,7611454.381000002
Centro-Oeste,2021,Novembro,3375321.8500000006
Brasil,2020,Novembro,41438765.789900005
Norte,2020,Novembro,3007704.05
Nordeste,2020,Novembro,7017888.79
Sudeste,2020,Novembro,20377363.41
Sul,2020,Novembro,7616849.5099
Centro-Oeste,2020,Novembro,3418960.0300000003
Brasil,2019,Novembro,41779611.56000002
Norte,2019,Novembro,2925431.8
Nordeste,2019,Novembro,7310777.679999999
Sudeste,2019,Novembro,20623038.89
Sul,2019,Novembro,7520829.950000001
Centro-Oeste,2019,Novembro,3399533.24
Brasil,2018,Novembro,40414059.50100003
Norte,2018,Novembro,2723638.17
Nordeste,2018,Novembro,7190633.200000001
Sudeste,2018,Novembro,20154428.67
Sul,2018,Novembro,7173508.069999999
Centro-Oeste,2018,Novembro,3171851.3910000003
Brasil,2017,Novembro,39833033.26
Norte,2017,Novembro,2965901
Nordeste,2017,Novembro,6911593.180000001
Sudeste,2017,Novembro,19915401.05
Sul,2017,Novembro,6932667.6
Centro-Oeste,2017,Novembro,3107470.43
Brasil,2016,Novembro,38759185.059999995
Norte,2016,Novembro,2952602
Nordeste,2016,Novembro,6824573.899999999
Sudeste,2016,Novembro,19361478.46
Sul,2016,Novembro,6690297.96
Centro-Oeste,2016,Novembro,2930232.74
Brasil,2015,Novembro,39230586.370000005
Norte,2015,Novembro,2958108
Nordeste,2015,Novembro,6660436.850000001
Sudeste,2015,Novembro,19836832.099999998
Sul,2015,Novembro,6636695.54
Centro-Oeste,2015,Novembro,3138513.88
Brasil,2014,Novembro,40950726.39
Norte,2014,Novembro,2762256
Nordeste,2014,Novembro,6919617.39
Sudeste,2014,Novembro,20968110
Sul,2014,Novembro,7264836
Centro-Oeste,2014,Novembro,3035907
Brasil,2013,Novembro,39920289.54
Norte,2013,Novembro,2641605.54
Nordeste,2013,Novembro,6759701
Sudeste,2013,Novembro,20765973
Sul,2013,Novembro,6849526
Centro-Oeste,2013,Novembro,2903484
Brasil,2012,Novembro,38643584.230000004
Norte,2012,Novembro,2484061.67
Nordeste,2012,Novembro,6421108
Sudeste,2012,Novembro,20485581
Sul,2012,Novembro,6543891.56
Centro-Oeste,2012,Novembro,2708942
Brasil,2011,Novembro,36368389.769999996
Norte,2011,Novembro,2369153.77
Nordeste,2011,Novembro,6137780
Sudeste,2011,Novembro,19378704
Sul,2011,Novembro,6045746
Centro-Oeste,2011,Novembro,2437006
Brasil,2010,Novembro,35077981.26
Norte,2010,Novembro,2262056.57
Nordeste,2010,Novembro,6136436
Sudeste,2010,Novembro,18709507
Sul,2010,Novembro,5758555.6899999995
Centro-Oeste,2010,Novembro,2211426
Brasil,2009,Novembro,33616820.2
Norte,2009,Novembro,2132369
Nordeste,2009,Novembro,5705872
Sudeste,2009,Novembro,18058927.4
Sul,2009,Novembro,5591816
Centro-Oeste,2009,Novembro,2127835.8000000003
Brasil,2008,Novembro,33410166.509999998
Norte,2008,Novembro,2081744
Nordeste,2008,Novembro,5585548.51
Sudeste,2008,Novembro,18164111
Sul,2008,Novembro,5441085
Centro-Oeste,2008,Novembro,2137678
Brasil,2007,Novembro,32654491
Norte,2007,Novembro,1995582
Nordeste,2007,Novembro,5502715
Sudeste,2007,Novembro,17983265
Sul,2007,Novembro,5294910
Centro-Oeste,2007,Novembro,1878019
Brasil,2006,Novembro,30531121.359999992
Norte,2006,Novembro,1871573.6099999999
Nordeste,2006,Novembro,5132731.459999999
Sudeste,2006,Novembro,16722623.48
Sul,2006,Novembro,5043949.260000001
Centro-Oeste,2006,Novembro,1760243.55
Brasil,2005,Novembro,29287617.219999995
Norte,2005,Novembro,1787686.7399999998
Nordeste,2005,Novembro,4919391.14
Sudeste,2005,Novembro,16089442.920000002
Sul,2005,Novembro,4748342.43
Centro-Oeste,2005,Novembro,1742753.99
Brasil,2004,Novembro,28367124.049999993
Norte,2004,Novembro,1719638.46
Nordeste,2004,Novembro,4708464.83
Sudeste,2004,Novembro,15804794.180000002
Sul,2004,Novembro,4529419.23
Centro-Oeste,2004,Novembro,1604807.35
Brasil,2024,Dezembro,0
Norte,2024,Dezembro,0
Nordeste,2024,Dezembro,0
Sudeste,2024,Dezembro,0
Sul,2024,Dezembro,0
Centro-Oeste,2024,Dezembro,0
Brasil,2023,Dezembro,47213726.92999998
Norte,2023,Dezembro,3554574.22
Nordeste,2023,Dezembro,8484311.56
Sudeste,2023,Dezembro,22841022.75
Sul,2023,Dezembro,8365523.170000001
Centro-Oeste,2023,Dezembro,3968295.23
Brasil,2022,Dezembro,43230081.04000003
Norte,2022,Dezembro,3309421.01
Nordeste,2022,Dezembro,7692127.15
Sudeste,2022,Dezembro,20763406.39
Sul,2022,Dezembro,8011390.739999999
Centro-Oeste,2022,Dezembro,3453735.75
Brasil,2021,Dezembro,42915950.780000016
Norte,2021,Dezembro,3159175.4000000004
Nordeste,2021,Dezembro,7714747.950000001
Sudeste,2021,Dezembro,20723919.669999998
Sul,2021,Dezembro,7896308.779999999
Centro-Oeste,2021,Dezembro,3421798.9800000004
Brasil,2020,Dezembro,42169432.53
Norte,2020,Dezembro,2991751.6900000004
Nordeste,2020,Dezembro,7113710.300000001
Sudeste,2020,Dezembro,20807480.840000004
Sul,2020,Dezembro,7842892.709999998
Centro-Oeste,2020,Dezembro,3413596.9899999998
Brasil,2019,Dezembro,40810007.45000001
Norte,2019,Dezembro,2994752.71
Nordeste,2019,Dezembro,7544853.460000002
Sudeste,2019,Dezembro,19593151.18
Sul,2019,Dezembro,7467002.399999999
Centro-Oeste,2019,Dezembro,3210247.7
Brasil,2018,Dezembro,40033442.06999999
Norte,2018,Dezembro,2585260.22
Nordeste,2018,Dezembro,7007459.289999999
Sudeste,2018,Dezembro,20021514.689999998
Sul,2018,Dezembro,7276982.62
Centro-Oeste,2018,Dezembro,3142225.25
Brasil,2017,Dezembro,39610218.910000004
Norte,2017,Dezembro,2915303
Nordeste,2017,Dezembro,6909062.04
Sudeste,2017,Dezembro,19748006.099999998
Sul,2017,Dezembro,7128627.7
Centro-Oeste,2017,Dezembro,2909220.07
